image_id,caption
101868,"the image shows a store interior with glass shelves displaying various items, including bottles and equipment, in a vintage style."
101869,"a yellow blender with a transparent container, featuring measurement markings and a control knob at the base."
101870,"a football match scene with players and referees on the field, surrounded by a cheering crowd in red and white."
101871,"a hand holds a box of fruit juice labeled "" vitamin c, "" with a grocery store background visible in the background."
101872,"a smiling man in a green shirt and black trousers sits on a red table, surrounded by audio equipment."
101873,"a shelf displays various books, including titles on radio and music, with colorful spines arranged neatly."
101874,"modern skyscrapers dominate the background, featuring a large building with a glass facade and surrounded by greenery."
101875,"a red traffic sign with a white stripe indicates "" no u. s. street "" under a blue sky, indicating a pedestrian crossing."
101876,"the image shows a grand building, likely a train station, surrounded by greenery and cars parked nearby."
101877,"a glass of amber beer beside a bottle of innis & gunn beer, showcasing a rich color and foam."
101878,"a person holds a compact camera with a digital display, capturing a scene in a vehicle ' s dashboard."
101879,"the image features a vintage advertisement for "" alma polish, "" showcasing a polishing product in a decorative box."
101880,"a baseball pitcher in a gray phillies uniform prepares to throw, while a crowd watches attentively."
101881,"a baseball player in a white uniform with the number 22 pitches on a field, with spectators in the background."
101882,"a convenience store shelf displays various bottles of mouthwash and mouthwash products, neatly arranged in rows."
101883,"a red no tractor sign is displayed near a street sign for "" livvasons, "" indicating no tractor ahead."
101884,"a green notebook page lists notes on settings, including a phone number, and a personal note about work."
101885,"the image shows a computer monitor displaying a starbucks payment interface, featuring options for transaction details and payment details."
101886,"the image features a book cover titled "" christian ' s consumer guide : 99 cents "" by robert christianau, highlighting consumer choice."
101887,"the image shows a collection of colorful papers, including advertisements, a television, and scattered graphic designs."
101888,"the scoreboard displays "" get loose "" with a countdown timer and the game ' s time, remaining time, at the united center."
101889,"a baseball game in progress, featuring players in uniforms on the field, a crowd in the background, and enthusiastic fans."
101890,"two women are shaking hands at a table with materials, surrounded by other attendees. one woman is dressed, while the other is in a black jacket."
101891,"the image shows a book cover titled "" cover - up at ann arbor, "" by harry haines, featuring an abstract design with a sun symbol."
101892,"a spacious convenience store interior featuring shelves of products and a prominent "" school day "" sign at the top."
101893,"a large airplane, identified as air france, is landing on a snowy runway, creating a spray of water."
101894,"a hand reaches for a bottle inside a stainless steel refrigerator, with shelves and drinks visible in the fridge."
101895,"a person holds a sony playstation vita handheld gaming console, displaying a vibrant screen with game options."
101896,"the image shows a page from a historical book, featuring ornate text in a cream - colored background and a red emblem."
101897,"the image shows a computer monitor displaying a promotional website for a free android phone app, featuring a circular button."
101898,"the image features a vintage advertisement for palm beach lumber, depicting a man in winter attire carrying lumber."
101899,"a person holds a casio watch with a black face, silver band, and a date display."
101900,"a brown cardboard box with a label reading "" nutella "" and an orange sticker, resting on a light surface."
101901,"a close - up of a luxury dive watch with a black dial, blue bezel, and date display."
101902,"four people are engaged in a collaborative workspace, using laptops and engaging in discussion over drinks."
101903,"a person sits in the front of a green train, with a scenic track and trees in the background."
101904,"the image features a vintage computer monitor displaying multiple screens and knobs, resembling early computing or encoding machines."
101905,"a smiling man in a white shirt and red corduroy apron stands indoors, showcasing a casual and professional vibe."
101906,"a classic green double - decker bus parked on grass, with a red bus in the background."
101907,"a close - up of a computer keyboard with a blue cable inserted, showcasing a network cable connector."
101908,"a blender filled with liquid sits on a countertop, alongside bottles of soplica and other beverages."
101909,"a baseball player in a white uniform prepares to pitch, while a coach in black observes nearby, surrounded by a crowd."
101910,"the image features several colorful brochures with cartoon designs, including a hello kitty and a balloon."
101911,"a military aircraft performs a maneuver, emitting smoke trails against a clear sky, showcasing its sleek design."
101912,a black iphone 3g is displayed next to a black box and a colorful sticker indicating it ' s a iphone 4.
101913,"the image features several wine bottles, each labeled with the word "" san gil "" and the number "" h. o. c. """
101914,"a hand holds a bottle of country lane cream liqueur, with a glass partially filled with the drink beside it."
101915,"a green glass bottle of heineken beer sits on a wooden table, with a blurred background."
101916,"a bustling urban scene at night, featuring vibrant billboards, cars, and a yellow taxi in the foreground."
101917,"the image features a colorful billboard advertising "" a caribbean mojito "" with vibrant artwork and branding from nan goh. vodka."
101918,"a large billboard displays "" forty niners "" alongside the gateway arch, advertising an event at the united states."
101919,"a red train is positioned on the tracks, surrounded by greenery and mountains in the background."
101920,"a man in a baseball uniform throws a pitch on the field, with another player in the background."
101921,"a dell laptop displays a digital interface with control options and a logo for "" radio tinubis. """
101922,"three men are seated on a stage, discussing design concepts, with unique furniture designed from cardboard boxes."
101923,"a brightly lit gas station at night, with vehicles parked and people boarding at gates."
101924,"a white ambulance with blue stripes features silhouettes of individuals and text indicating "" pet squad, "" "" families, "" and "" army. """
101925,"a lacrosse game features players in yellow and gray jerseys, with a goalie in the background and another player ready to block."
101926,"a person walks past a yellow diamond traffic sign indicating a walking ahead, set against a wooded road."
101927,"a woman wears a white t - shirt with a red border and a graphic waistband, smiling while walking in a crowd."
101928,"four basketball players in purple uniforms are playing basketball in a gymnasium with a scoreboard displaying "" welcome to the wildcats ""."
101929,"a man in a white tennis outfit prepares to hit a ball, while a crowd watches from the stands."
101930,a closed laptop displays a textured screen with a black keyboard and a simple logo on the front.
101931,"a glass of beer with a light brown color, filled with bubbles, sits on a wooden table."
101932,a group of young baseball players in blue uniforms with white numbers huddle together on the field.
101933,"a tin can of new wave soda, labeled "" original flavor, "" with a silver design and red accents."
101934,"a man wearing a white shirt and a cap displays a number, while two children in red shirts stand nearby."
101935,"a bottle of red wine labeled "" chateau la fleurie, "" resting on a wooden surface."
101936,"the image shows a vehicle registration plate from new south wales, featuring the number "" 8 "" and the year "" august 1988. """
101937,"a vintage poster for the "" exhibition "" featuring a graphic design, promoting an exhibition on color, with the tagline "" lithography in the center. """
101938,"a man with a beard stands in front of a banner, presenting at an event."
101939,"a white mug features a red background with bold text : "" shih! i ' m having a maii moment! "" it holds a small book."
101940,a group of football players in red jerseys celebrates a goal on the field during a match.
101941,"a black - and - white image of a bookcase filled with various books, including titles on programming and technical programming."
101942,"a coffeemaker is positioned next to two dispensers, a can of soda, and various cups on a wooden table."
101943,"a table is covered with condiments, a plastic bottle, and a bag of water. the setting is a party setting."
101944,"a laptop displays a webpage, surrounded by various books, plants, and office supplies on a table."
101945,"a baseball player in a mets uniform shakes hands with an umpire on the field, showcasing a sports celebration."
101946,"a sleek black coffee maker sits next to a white coffee cup, with a shiny metal finish and branding."
101947,"a humorous figure of a gnome sits atop a waste container filled with crumpled tissue, accompanied by a playful text."
101948,"the image features a billboard for macy ' s furniture clearance, displaying a red star logo and a white sign with a blue sky backdrop."
101949,"a silver dell computer monitor displays a blue screen, complemented by a black keyboard on a desk."
101950,"two red double - decker buses are parked, labeled "" kentham "" and "" devon, "" showcasing classic design."
101951,"a metallic circular object with a hole, possibly an artifact, shown with a ruler for scale."
101952,"a white box labeled "" clleansu "" containing an item with a specific location, placed on a wooden surface."
101953,"the image shows a football field with empty seating, a few vehicles, and a large scoreboard in the background."
101954,"a display featuring several books, including titles on geography, culture, and biodiversity, arranged on a table."
101955,"a bright orange banner with white text that reads "" i am busy "" along the bottom."
101956,"a laundry room scene featuring a washing machine, plastic bag with items, and a few boxes."
101957,"two men pose together, one in a yellow sports uniform and the other in a white shirt, smiling."
101958,"a green sign indicates "" tea party shop parking "" with the text "" ist left on sleeper on right. """
101959,"a group of people, wearing sports jerseys, gather together indoors, celebrating a sports event or team spirit."
101960,"a colorful poster featuring bold text and intricate designs, with butterflies and floral patterns in a dynamic layout."
101961,"a silver acer laptop displays "" access denied "" on a blue screen, featuring a globe symbol."
101962,"a bottle of 2004 robert rotwin wine, featuring a dark glass design and a red cap, stands on a countertop."
101963,"a classic red telephone booth stands on a city street, with cars parked nearby and a distant building in the background."
101964,"a young man in a white basketball uniform labeled "" dribrs "" stands on the court, while another man observes."
101965,"a classic red double - decker bus parked on a cobblestone street, featuring signage for "" wandsworth vintage bus. """
101966,"the image features a collection of magazines with bold covers, showcasing models posing in stylish attire."
101967,"a tin can labeled "" cheesburg "" with a blue design, featuring a pull - tab and a circular top."
101968,"a silver laptop with a blue screen displaying windows xp setup window, featuring a standard keyboard layout."
101969,"a red and black mobile phone displays a text message on its screen, resting on a white keyboard."
101970,"a sleek white couch sits against a textured wall, accompanied by a stylish clock and a black table."
101971,"the image features a modern bookcase with multiple shelves, alongside a kitchen area and dining area."
101972,"the image displays a vehicle ' s speedometer, indicating the vehicle ' s speed and odometer reading."
101973,"the image shows a handheld device with a keyboard, displaying a website on its screen."
101974,"four lg mobile phones are displayed side by side : a model in white, a model in black, and a model in red."
101975,"the image shows a display of diet mountain dew bottles, specifically for a limited edition package."
101976,"the image shows a page from a book about japanese crane - nets, with text discussing its history and significance."
101977,"a bottle of beer sits beside a glass filled with golden liquid, surrounded by stones and a wooden cross."
101978,"a modern building with large glass windows showcases a clean, clear exterior and the word "" free valley transit station. """
101979,"a gold coin displaying "" 1 "" and "" 5 pence "" from the year 2010, displayed on a light background."
101980,"a wooden frame contains a white poster with the text "" important! "" and a description of the condition and use."
101981,"a parking meter with two slots holds a blue cloth over its top, set against a gravel surface."
101982,"a close - up view of a laptop keyboard, featuring numeric keys and basic control keys."
101983,"two players in baseball uniforms compete on the field, one with a glove, the other with a ball."
101984,"a blue box for the apple tv, featuring an image of the device ' s logo and the brand name."
101985,"the image shows the back of an htc mobile phone, featuring the brand logo and a sleek white back."
101986,"a hand holds a bottle of kpari, a belgian red wine, showcasing its distinctive label and amber liquid."
101987,"a white coffee cup sits on a saucer, accompanied by a napkin and a silver spoon."
101988,"a young boy in a yellow baseball uniform and cap crouches, holding a baseball glove, while surrounded by others in a field."
101989,"a book titled "" los hermanos hangock "" by william gibson, featuring a striking cover design with a man in a suit."
101990,"the image features a red stop sign next to a colorful mural of a smiling face, emphasizing street art."
101991,"a blue convenience store with a pharmacy, plants, and signs displaying health information, located on a sunny day."
101992,"a stack of books on various topics, including science and technology, rests on a table beside a laptop."
101993,"a coffee cup sits beside a book titled "" the return of eva peron "" by steven raichlen, accompanied by an illustrated book titled """
101994,"a close - up view of a sleek stainless steel watch with a black dial and multiple dials, resting on a blue surface."
101995,"a bottle of cognac ale featuring a bear graphic and vibrant colors, alongside a glass of golden beer."
101996,"the image features a vibrant graffiti mural with bold colors, a stylized bird, and various abstract designs. the text reads "" make someone happy. """
101997,"the image shows a gold coin featuring a profile of a woman, inscribed with "" liberty "" and "" liberty. """
101998,"the image features two books : "" bollinger "" by william gibson and "" bollinger "" by vincent de jong, alongside a note about personal finance."
101999,"a variety of cans and bottles are displayed on a table, with colorful beverages and a cup in the foreground."
102000,a tablet computer displays a text - based interface with a focus on social media hashtags and conversational messages.
102001,"a mcdonald ' s mailbox stands prominently in a snowy landscape, with a backdrop of buildings and water."
102002,"billboard promoting "" meet the superhumans, "" featuring cast members with bicycles, promoting the paralympic games."
102003,"a yellow taxi drives through a busy street, with buildings and graffiti visible in the background."
102004,"the image shows an open book with handwritten pages filled with text, likely poetry or prose."
102005,"the image features the cover of "" the death artist "" by dennis echisson, showcasing a dark and intriguing design."
102006,"the image features various perfume bottles, including calvin klein and various others, showcasing distinct designs and colors."
102007,"a billboard promoting "" the world ' s smallest city streets "" with the logo of a skyscraper."
102008,"the image features a large screen displaying a website titled "" devship charming boys. "" it includes a presentation about technology."
102009,"a sleek lg mobile phone with a black back and a glossy finish, resting on a wooden surface."
102010,"a red stop sign displays the message "" stop eating animals, "" attached to a building with decorative elements."
102011,"the image displays a digital weather board showing temperatures, rain, and ice. it includes a temperature reading of 12°c."
102012,"a close - up of a stylish silver chronograph watch, featuring a white dial, multiple sub - dials, and a polished metal bracelet."
102013,"a stack of cds featuring various music genres, including "" sapporo i ching, "" "" dance, "" and "" screen capture, "" rests on a table."
102014,"the image features two medals displayed on a wooden surface, showcasing their designs and inscriptions."
102015,"a first bus approaches, displaying route number 41 to city centre, with colorful livery and signage visible."
102016,"the image features a magazine cover titled "" times, "" highlighting graffiti artists and the message : "" who is he? """
102017,"a man in a baseball uniform stands on the field, holding a glove, ready for play."
102018,"the image features a book cover titled "" rough cut "" by edward gordon, showcasing scissors and a mysterious figure."
102019,"warning sign on a beach indicating "" danger deep drop "" and "" danger motor - craft "" warnings against swimming and bicycle activities."
102020,"two volleyball players jump at the net, while two others watch from below, showcasing athleticism and teamwork."
102021,"an open book displays pages with text, including a title and numbers, showcasing a minimalist design."
102022,"two women examine books in a bookstore, surrounded by shelves filled with various books and colorful covers."
102023,"the image shows a letter from a company, discussing recent project updates and ongoing delays."
102024,"a two - pound coin featuring a fish and a smaller fish, with "" 2 euro "" inscribed on its edge."
102025,"a laptop with a closed screen is displayed, connected to a dvd and cd case with various labels."
102026,"the image features a bottle of 2005 coco farm wine, labeled as "" rose, "" showcasing its elegant design."
102027,"a traffic officer in bright yellow stands near traffic cones, while a silver vehicle is parked nearby."
102028,"two men stand together, one in a red bulls jersey and the other in a white shirt, both smiling."
102029,"five bottles of whiskey are displayed on a wooden table, showcasing different labels and styles."
102030,"a colorful lifeguard stand on a sandy beach, with people sunbathing and swimming in the water behind it."
102031,the image shows a computer monitor displaying the solaris logo on a blue background.
102032,"a stylish silver and gold watch with a white face, featuring roman numerals and decorative studs."
102033,"the image features four colorful bottles, containing aroma oils and containing various body care products."
102034,"the image displays a mobile phone screen showing an update notification for an epocate version 2. 5, highlighting improvements and features."
102035,"a book titled "" gebung bibliographical geography "" featuring a green plant image with text about gerdry and geography."
102036,"an airbus a380 taxiing on the runway, showcasing its gray fuselage and red tail."
102037,"a bottle of borden ' s cider vinegar sits in the foreground, with other condiment bottles in the background."
102038,"the image features the emblem of the u. s. capitol, highlighting "" housing authority "" and "" police "" with a blue background."
102039,"a stack of magazines, including "" magnifying "" and "" the science fiction, "" showcasing various titles and images."
102040,"a vintage quartz wall clock with a metallic finish, featuring roman numerals and black hands, prominently displayed."
102041,"a bottle of blue label beer stands next to a glass filled with beer, alongside a can of coke zero."
102042,"the image shows a server rack with multiple rows of organized hardware, including switches and knobs, for storage."
102043,"a closed cardboard box features a booklet titled "" vario, "" emphasizing its design and contents."
102044,"a wall clock with a 3d design, featuring roman numerals and a reflection of a person holding a ruler."
102045,"a black coffeemaker with a red spout sits on a countertop, accompanied by bags of coffee and a remote control."
102046,"a easyjet airplane is parked on the tarmac, with passengers boarding nearby and a staircase leading towards the rear."
102047,"the image features a bicycle with a yellow logo and a white banner attached, promoting a bicycle rental service."
102048,"a bottle of "" lone wolf india pale ale "" stands beside a glass filled with amber beer."
102049,"four people stand near a small waterfall in a natural area, wearing matching white t - shirts with bold slogans."
102050,"the image depicts a military aircraft with a yellow fuselage, open doors, and visible cockpits."
102051,"a hand holds a mobile phone displaying the time, calendar event, and weather information."
102052,"a man with gray hair is writing on a wall, pointing at a sign reading "" historic and future zone together. """
102053,"the image shows a vibrant street scene with several waste containers covered in colorful graffiti art, along with a few buildings."
102054,"a glass of dark beer sits next to a labeled bottle, showcasing a rich color scheme."
102055,"a round wall clock with roman numerals and black hands, featuring a metallic frame and a glass cover."
102056,"a man in a blue sports uniform holds a drink, standing in a kitchen with appliances and a bowl."
102057,"the image shows a military helicopter, featuring a gray fuselage with "" cos ' it possible "" and a red stop button."
102058,"the image shows a person ' s wrist wearing a black watch with a neon yellow band, alongside a watch case."
102059,"the image features various beer bottles, including a prominent doble malta bottle and a smaller doble malta bottle."
102060,"a yellow poster features a cartoon character with the name "" el barrio "" prominently displayed, alongside a drink bottle."
102061,"a hand holds a french - origin beer can labeled "" 1004, "" featuring a blue label with red accents."
102062,"the image features a page from a magazine, discussing aircraft designs and features, with visuals of planes and human expressions."
102063,"a food kiosk named "" waterman ' s "" features a straw - roof structure, with people ordering at its entrance."
102064,"the image shows a poster featuring a man in a suit, with text about thomas dry housee."
102065,"a young woman in a baseball uniform cheers enthusiastically, wearing a glove and sneakers, on a sunny field."
102066,a laptop with a visible keyboard and a blue screen displaying mountains and a scenic background.
102067,a young woman in a sports uniform throws a softball while wearing a glove and sneakers on the field.
102068,"a colorful display of various drinks, including coca - cola, water, and soft drinks, in a vending setup."
102069,"a computer monitor displays the windows xp login screen, indicating it ' s powered on but awaiting user input."
102070,"a military aircraft takes off with two additional aircraft, showcasing aircraft from the army and navy."
102071,"a parking meter stands prominently against a stone wall, displaying payment options and options for payment."
102072,"two men browse a bookstore aisle filled with colorful books, while a third man observes nearby."
102073,"a vintage coin featuring a lion emitting a majestic appearance, with "" one cent "" inscribed on one side and "" liberty "" on the other."
102074,"a collection of books on a shelf, featuring titles by michael avalones and others, including "" the owl ' s corner. """
102075,"a man in a white coat and tuxedo stands beside a black car in a city setting, surrounded by buildings and parked vehicles."
102076,"a vintage - style poster announces "" i was following the pack, "" featuring a red background with bold text and a distressed background."
102077,"a southwest airlines airplane is parked at the gated airport terminal, with ground support equipment nearby."
102078,"three bottles of nail polish are displayed alongside a compact applicator, both in dark brown and pink shades."
102079,"a promotional poster for a box set, featuring the brooklyn academy of art, promotes delivery with "" just eat "" branding."
102080,"the image shows a person wearing a dark shirt featuring a colorful dragon design and a bottle labeled "" atari. """
102081,"a bottle of calton segur wine, featuring a red label and a detailed design, showcasing a vintage wine from spain."
102082,"a woman stands in a modern kitchen, holding a colorful skirt, with a water bottle and kitchen appliances in the background."
102083,"a brown traffic sign indicates "" the buren "" with directions to "" protect landscape "" and "" welcome "" with symbols for landscape and landmarks."
102084,"the image is a book cover titled "" europasio imperatori 2009, "" featuring an illustration of a historical landscape."
102085,"a black bottle labeled "" unicum "" contains a herbal liqueur, alongside a green bottle labeled "" unicum ""."
102086,"a can of dr. pepper sits beside a glass with water, accompanied by a can of beer and a pencil."
102087,"a close - up of a parking meter showing a clear card slot, labeled "" 2 - hour parking regulations. """
102088,a woman pushes a shopping cart down a brightly lit convenience store aisle filled with colorful cereal boxes.
102089,"a black computer keyboard is shown, featuring a usb connector cable attached to the device ' s side."
102090,"the image shows yellow jars labeled "" cafe buselloo, "" a coffee drink with a distinctive yellow design, placed on a store shelf."
102091,"a small watercraft named "" byra "" is docked, with several sailboats and flags visible in the background."
102092,"two men in baseball uniforms sit on a bench, one adjusting his uniform while the other watches."
102093,"a group of yellow vintage cars with "" north "" signage is parked on a busy street at night."
102094,"a green waste container featuring a bold logo and message, labeled "" free daily. """
102095,"billboard promoting "" song of the open road, "" featuring a tree and text about an children ' s musical."
102096,a clear plastic water bottle sits on a wooden table next to a dark bottle in a restaurant setting.
102097,"a helicopter is parked on a grassy field, with children in colorful clothing nearby, and a crowd watching."
102098,"a vintage clock with a silver face, a black and white image of a man, and a folded photo of him."
102099,"two beer bottles are displayed side by side. one is mikkeller beer and the other is beer geek, with a coffee theme."
102100,"a green bottle of hello kitty strawberry water, labeled "" strawberry water "" with a playful cartoon character."
102101,"poster for international children ' s book day, featuring a colorful bookmark shaped like a question mark, emphasizing themes of children ' s rights."
102102,"a mobile phone displays a message from "" send handout message, "" indicating an email is sending."
102103,"two htc mobile phones are displayed on a wooden surface : one is black with a textured back, and the other is silver with a smooth finish."
102104,"a bottle of bohemia beer stands next to a filled glass, with a colorful bottle in the background."
102105,"a man in a baseball uniform walks on the field, holding a bat, with a teammate in the outfield."
102106,"a vintage book cover featuring a fantastical creature, titled "" the eyes of the overworld "" by dick namulo and edward winner."
102107,a person holds a nokia mobile phone displaying a colorful windows interface with various app tiles.
102108,"the image shows an elf cosmetics compact face powder in a clear container, labeled for skin perfector."
102109,"a person holds a bright orange mobile phone, displaying a weather app with a temperature of 32 degrees."
102110,"a group of young boys in red baseball uniforms pose playfully, smiling as they emerge from the field."
102111,"the image shows a digital display with two television screens displaying performance schedules, including "" wicked "" and "" hellishman. """
102112,"the image shows a mexican coin featuring the national coat of arms and the inscription "" cen. """
102113,two players in red baseball uniforms are catching a ball ; one is leaping to catch the other in white.
102114,"a vintage poster featuring a scenic road with trees, heart shapes, and colorful text promoting "" medioal "" in a playful layout."
102115,"two glasses of guinness beer are displayed on a countertop, featuring a rich brown color and creamy foam."
102116,"a amber liquid inside a laboratory flask, sealed with plastic, placed on a countertop with various food items."
102117,"a row of clear bottles filled with blue liquid, labeled "" petrol, "" placed on a red shelf."
102118,"a vintage wall clock featuring a dark blue background, roman numerals, and the inscription "" windsor royal station, 1897. """
102119,"a laptop screen displays the "" lost property search "" website, showing search results for missing person."
102120,"a weathered directional signpost indicates various distances to various cities, including albem, palma, and mayhard."
102121,"red t - shirt featuring the word "" capitalism "" in white letters, placed on a red background."
102122,"a person gestures towards a whiteboard filled with notes and diagrams, while a computer monitor displays notes and diagrams."
102123,"a stack of cookbooks featuring various cuisines and cooking styles, including "" python cookbook "" and "" akikab, "" showcasing colorful designs."
102124,"the image features a series of colorful billboards advertising political campaign posters, with a person walking by on the street."
102125,"a hand holds a book titled "" american gods "" by neil gaiman, featuring a red cover with a tree illustration."
102126,"a group of police officers in blue uniforms sits around a laptop, discussing something during a training session."
102127,"a hand holds a black and blue rolex watch, displaying the date and luminous markers against a blue background."
102128,"a baseball game in progress, featuring players on the field and a crowd in the stands."
102129,"a u. s. air force c - 130 aircraft flies overhead, showcasing its distinctive design and military markings."
102130,a mobile phone with a flip design rests on a wooden surface next to a charger and a cable.
102131,"two boxes are displayed : one pink and one red, each with decorative designs and the name "" truen - mecha "" prominently displayed."
102132,"the image displays colorful snack packaging, primarily candy, "" alongside various snack items on a store shelf."
102133,"the image features a vibrant mural of a figure in a suit, with vibrant red and black colors, set against a building backdrop."
102134,"two paddlers are racing in a turbulent water, wearing sports uniforms. the atmosphere is energetic, with foam visible."
102135,"a person types on a computer keyboard, surrounded by various keyboards and devices on a desk."
102136,"a group of military personnel stands together on a grassy field, with a small airplane in the background."
102137,"the image features a television displaying a cartoon character with a megaphone, set against a blue background."
102138,"a purple and white bus labeled "" city bus "" displays route number 22, approaching a stop with passengers visible on the board."
102139,"a smiling woman holds a poster titled "" radiohead, "" showcasing a graphic design with a band or event details."
102140,"a bottle of finlandish stands beside a glass filled with water, showcasing a vibrant yellow drink."
102141,"a framed poster titled "" the continental game of risk, "" displaying colorful graphics and information about canada."
102142,the image shows a digital clock displaying time as 14 : 30 and a temperature of 31. 0°c.
102143,"a row of vintage books titled "" meursault les circuliens, "" featuring ornate blue covers and gold detailing."
102144,"poster for "" iron man : castle el, "" featuring iron man, hulk, and others in a heroic pose. text reads "" estilo a la anthrrimitenquer de avengers. """
102145,"a black printer with an open paper tray, featuring buttons and a control panel, rests on a wooden surface."
102146,"two climbing guidebooks titled "" overland track "" stand beside each other, featuring scenic mountains and lakes."
102147,"the image features a music album cover for schubert ' s "" occtete, "" showcasing various composers ' names in a vibrant green and red design."
102148,"dvd cover for "" fol ' s gold, "" featuring a man and a woman, with a dramatic beach scene and aircraft."
102149,"a boxed acer laptop displays the brand name "" aspire "" against a blue ocean background."
102150,"a row of beer bottles with distinct labels, showcasing various brands like "" weltweizen "" and "" lager. """
102151,"a man rides a white watercraft through a body of water, surrounded by greenery and trees."
102152,"a bottle of 2011 pinot noir from alto zori, elegantly labeled, with a plate of snacks in the background."
102153,"a person holds a silver coin featuring the eagle emblem and "" united states of america "" with "" 5 ont "" and "" five stars. """
102154,"a military helicopter with a dark camouflaged design hovers in a clear sky, showcasing its rotor blades in motion."
102155,"a smiling boy sits in front of a computer monitor setup, holding a controller stick."
102156,"a close - up of various sports balls, including volleyballs and soccers, stacked together in a black - and - white arrangement."
102157,"a young boy wearing a blue and gray jacket, light brown pants, and sneakers stands confidently."
102158,"a service van in safety clothing stands on a gravel surface, next to a worker in a hard hat and safety gear."
102159,"three bottles of champagne are displayed, labeled "" rose de chasse, "" "" guy de chasse, "" and "" guy de chasse. """
102160,"the image features a no entry sign for vehicles with a speed limit of 1100. baron, along with a no entry sign for vehicles with a speed limit of 100 meters."
102161,the image features a building with a prominent sign for jallabadd islamic islamic centre and two waste containers are visible outside.
102162,"the image features a colorful poster about design principles, emphasizing design concepts, including graphics and chat bubbles."
102163,"the image features a book cover with a colorful illustration of two soldiers holding a red flag, surrounded by military uniforms."
102164,"a bottle of orange juice labeled "" truffle 60 "" sits on a countertop, suggesting it ' s a flavored, healthy drink."
102165,"a green liquid bottle labeled "" prutre "" beside a black cap, suggesting a premium blend of bath and body care."
102166,"a black blackberry mobile phone with a physical keypad and a simple display, featuring the brand logo and alphabet."
102167,"a group of men in football uniforms play on a grassy field, with one wearing a white jersey and blue shorts."
102168,"a billboard for "" kathy k "" features a cartoonish figure promoting "" rural dressing "" against a blue sky."
102169,"a woman stands beside a colorful bookcase with books, wearing glasses and a casual outfit."
102170,a blue beebo beebott device sits on a wooden floor next to a black robot toy and a colorful book.
102171,"a group of six individuals, including a woman in a red jacket, a man in a blue suit, and two women in yellow and one woman in a black."
102172,"a dark wine bottle labeled "" the cab 2011 cabernet sauvignon, "" featuring the corton vineyard logo."
102173,"a player in a white baseball uniform stands in a grassy field, preparing for the game."
102174,"four women in basketball uniforms are on the court, focusing intently during a game. the atmosphere is energetic."
102175,"the image features a mobile phone and a tablet displaying the tango app logo, emphasizing a digital interface."
102176,"a digital clock displays time and date, placed on a transparent container, suggesting a storage or organization setup."
102177,"the image shows a sony car audio system with a digital display showing 394 mhz, powered by a radio."
102178,"the image features a beer dispenser with a vibrant artwork of a character prominently displayed, surrounded by other beverage options."
102179,"a yellowed menu page lists "" instructions "" and "" steam oven, "" showcasing instructions for making a steam oven with ingredients and instructions."
102180,"a batter in a sports uniform prepares to hit, while a catcher crouches behind home plate. an umpire watches closely."
102181,"a hand holds a silver watch with a colorful bezel, against a green background."
102182,"a vintage military airplane, marked with "" u. s. navy "" and "" insignia, "" is displayed on the tarmac."
102183,"a black toyota rav 4xl is parked, displaying a personalized license plate that reads "" on kiwi. """
102184,"a collection of vintage books on a shelf, featuring titles in various colors and styles, including decorative covers."
102185,"a woman in a black dress smiles while holding a magazine titled "" rad ron "" next to a washing machine."
102186,"a vibrant parade float with people enjoying the festivities, featuring colorful decorations and a large flag at the top."
102187,"a blue traffic sign with a white arrow pointing to the right, labeled "" one way "" in a white sign below."
102188,an airplane with a colorful tail is taxiing on a runway under a cloudy sky.
102189,"the image features a vintage album cover of "" today, "" by james brown, showcasing vibrant colors and artistic imagery with artistic text."
102190,"a large yellow billboard displays an error message : "" wfnf is silent, "" indicating an airway ' s parking issue in an urban setting."
102191,"a workspace featuring multiple computer monitors and laptops, with a promotional backdrop for "" hybrid radio "" nearby."
102192,"a man in a military uniform speaks at a podium, with a u. s. army national museum banner in the background."
102193,"a green traffic light shows a red pedestrian signal, indicating it ’ s safe to cross. the background features a night city backdrop."
102194,"a large billboard features a woman in a bikini, with the text "" buxtosse pas dur "" and a date displayed."
102195,"a person holds two cans of "" strong long drink "" and another can of "" norway pale ale, "" both featuring red and white designs."
102196,"three energy drink cans are displayed : monster, red bull, and rockstar, each with distinct designs and labels."
102197,"a close - up of a beer glass featuring a logo, with condensation visible on the glass and a condensation - covered surface."
102198,a close - up of a laptop keyboard with a hand holding a mobile phone in the foreground.
102199,"a display of measuring cups labeled "" measuring cup "" is shown on a shelf, surrounded by glasses."
102200,"a highway scene featuring exit 13 for washington highway, with traffic signs and distant mountains."
102201,"a smiling woman holds a sign reading "" sins "" in a library between bookcases filled with books."
102202,"a stylish watch featuring a black dial, silver case, and a gray fabric strap with orange accents."
102203,"a colorful poster titled "" songs of innocence and sex experience, "" featuring an illustration of a woman and text promoting a theatrical performance."
102204,"a bustling baseball stadium filled with fans, featuring a green field and a large scoreboard."
102205,"a man is holding a yellow sports jersey while seated, looking thoughtfully into the distance."
102206,"a man walks along the beach with colorful surfboards, while others are in the background, enjoying the waves."
102207,"a hockey game scene shows players in blue and red uniforms, with a goalie in the background and spectators in the stands."
102208,"a woman in a red coat stands at a podium, addressing the audience in a vibrant, illuminated setting."
102209,"the image features traffic signs for route 80 and interstate 80, with a cloudy sky in the background."
